EQP_ID,ALARM_TIME,SEVERITY,MESSAGE,RECIPE,ACK_BY
CMP01,2026-03-08 19:15:00,ERROR,"[E-1023] Chamber pressure high (LOT=L26072, STEP=PC, value=21.11 unit)",RCP_PC_02,
CMP01,2026-03-08 19:25:04,WARN,"[W-3305] Slurry flow low (LOT=L26043, STEP=PC, value=8.55 unit)",RCP_PC_05,E573680
ETC02,2026-03-08 19:36:51,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26048, STEP=PC, value=7.16 unit)",RCP_PC_02,
CMP01,2026-03-08 19:40:59,WARN,"[W-3306] Pad temperature drift (LOT=L26000, STEP=PHOTO, value=11.38 unit)",RCP_PHOTO_03,
CMP01,2026-03-08 19:43:58,INFO,"[I-5000] Recipe changed by operator (LOT=L26070, STEP=PC, value=6.93 unit)",RCP_PC_04,
PC01,2026-03-08 19:52:14,ERROR,"[E-1023] Chamber pressure high (LOT=L26019, STEP=PHOTO, value=0.91 unit)",RCP_PHOTO_03,E172051
ETC01,2026-03-08 20:01:03,ERROR,"[E-1023] Chamber pressure high (LOT=L26067, STEP=PHOTO, value=20.95 unit)",RCP_PHOTO_01,
PHO01,2026-03-08 20:08:36,ERROR,"[E-2011] RF power unstable (LOT=L26011, STEP=ETCH, value=17.27 unit)",RCP_ETCH_05,
PHO01,2026-03-08 20:10:01,INFO,"[I-5000] Recipe changed by operator (LOT=L26062, STEP=PC, value=2.75 unit)",RCP_PC_02,
PC01,2026-03-08 20:10:56,ERROR,"[E-2011] RF power unstable (LOT=L26072, STEP=CBCMP, value=9.94 unit)",RCP_CBCMP_05,
